institution,name,rank,area,degree,degree_year,school,start,annotation,listing
University of Baltimore,"Stanton, Kenneth",Asst,LPQ,PHD,98,York,8-01,,
Barry University,"Scarborough, Jack W.",Dean,Mgt,PHD,88,Maryland,8-89,,
Barry University,"Duchatelet, Martine",Prof,EOT,PHD,77,Stanford,8-89,,
Barry University,"Morrell, Stephen O.",Prof,MQU,PHD,77,Va Tech,8-91,,
Barry University,"Payne, Bruce C.",Prof,FCDU,PHD,77,LSU,8-98,,
Barry University,"Cruz, Robert D.",Assoc,VE,PHD,85,Penn,8-93,,
Barry University,"Daghestani, Eddie",Assoc,,PHD,71,Colo St,1988,,
Barry University,"Rocourt, George F.",Adj,EFKR,ABD,75,J Hopkins,9-91,,
Barton College,"Bethune, John J.",Dean,Econ,PHD,87,Fla St,8-00,,
Barton College,"Edmondson, Robert",Asst,CDFX,MBA,87,Wake For,1991,,
Baylor University,"Maness, Terry S.",Dean,FI,DBA,76,Indiana,1977,,
Baylor University,"Rose, John T. (J.T.)",C-Pr,PFY,PHD,76,Wash U,1984,Lacy Chair of Banking,
Baylor University,"Cook, Alan N.",Prof,U,PHD,74,Arkansas,1969,,
Baylor University,"Cunningham, Donald F.",Prof,DOX&,PHD,83,Ohio St,1984,,
Baylor University,"Garven, James R.",Prof,ADN#,PHD,84,Illinois,2000,,
Baylor University,"Martin, John D.",Prof,G,DBA,73,Tx Tech,1998,Collins Chair of Finance,
Baylor University,"Petty, J. William (Bill)",Prof,AGH,PHD,71,Tx-Austin,1990,Caruth Chair of Entrepreneurship,
Baylor University,"Potts, Tom L.",Prof,X,PHD,78,Illinois,1971,,
Baylor University,"Reichenstein, William R. (Bill)",Prof,MNX,PHD,78,Notre Dm,1990,Powers Chair of Investment Management,
Baylor University,"Delaney, Charles J.",Assoc,&,PHD,87,Florida,1988,,
Baylor University,"Dyson, Ludwig M. (L.M.)",Assoc,&,PHD,78,Florida,1978,,
Baylor University,"Potts, J. Franklin",Assoc,CDEX,PHD,78,LSU,1968,,
Baylor University,"Rich, Steven P.",Assoc,AC,PHD,89,Indiana,1982,,
Baylor University,"Seward, J. Allen",Assoc,AN#,PHD,88,Penn,1976,,
Baylor University,"Tipton, James McCall",Assoc,JKLM,PHD,81,Florida,1980,,
Baylor University,"Busby, James E.",Lect,,MBA,73,Baylor,1985,,
Belhaven College,"Martin, Ervin",C-As,Atg,PHD,0,Fielding,,,
Bellarmine College,"Bauer, Daniel L.",Dean,PY,PHD,96,Miss St,9-95,,
Bellarmine College,"Mattei, Michael D.",C-Ac,HY,PHD,92,Louisville,9-86,,
Bellarmine College,"Stein, Herman",Assoc,JM,PHD,70,Columbia,9-85,,
Bellarmine College,"Eller, Eric P.",Asst,UY,PHD,98,Virginia,9-98,,
Bellarmine College,"Richardson, Keith W.",Asst,F,PHD,95,Oregon,9-97,,
Bellevue University,"Frost, Douglas A.",Dean,Cpt,PHD,93,Nova SE,1986,,
Bellevue University,"Thomas, Linda",C-Pr,OrgB,PHD,91,Nebraska,1992,,
Bellevue University,"Schieuer, Kevin",Assoc,ACY,PHD,98,Nebraska,2-95,,
Bellevue University,"Clarke, Anthony",Asst,,PHD,0,Nebraska,1999,,
Belmont University,"Clapper, James M.",Dean,Mktg,PHD,74,Mass,1997,,
Belmont University,"Coke, Rebecca",Asst,,MA,99,American,2000,,
Belmont University,"Faulk, Gregory K.",Asst,MY,PHD,93,LSU,1993,,
Belmont University,"Gonas, John",VAsst,,MBA,94,Geo Wash,1998,on leave to doctoral program,
Belmont University,"Smolira, Joe",Asst,,PHD,99,Kentucky,1999,,
Bemidji State University,"Tadlock, Martin",Dean,,PHD,,Miami U,1990,,
Bemidji State University,"Fauchald, Thomas H.",C-Ac,#,MS,,N Colo,1982,,
Bemidji State University,"Gendreau, Richard J.",Prof,XY&,MBA,,St Cloud,1969,,
Benedict College,"Cole, John A.",Dean,PRDE,PHD,80,Michigan,,,2000-2001
Benedict College,"Mahdi, Syed I.",C-Pr$,Econ,PHD,76,Mass,1975,,2000-2001
Benedict College,"Nadig, Narayanaswamy",Asst,V&#,MBA,77,Atlanta,8-77,,2000-2001
Benedictine University,"Gahala, Charles",C-Pr,AGPY,EDD,83,N Illinois,8-84,,
Benedictine University,"Lee, Soyon",Prof,RUV,PHD,77,N Illinois,1974,,
Benedictine University,"Viator, Gerald V.",Prof,MN,MBA,73,Loyola,8-83,,
Bentley College,"Schlorff, H. Lee",Dean,Atg,PHD,73,Missouri,1978,,2000-2001
Bentley College,"Fletcher, Donna",C-Ac,UVW,PHD,91,Lehigh,1991,,2000-2001
Bentley College,"Datta, Sudip",Prof,ABGK,PHD,89,SUNY-Bin,1989,,2000-2001
Bentley College,"Gupta, Atul",Prof,AGPU,PHD,85,Tx-Austin,1987,,2000-2001
Bentley College,"Nelson, David T.",Prof,FHP,PHD,74,Wisconsin,1983,,2000-2001
Bentley College,"Rosenthal, Leonard",Prof,GWVB,PHD,77,CUNY,1983,,2000-2001
Bentley College,"Sullivan, Timothy G.",Prof,DFH,PHD,72,Mich St,1980,,2000-2001
Bentley College,"Feldman, Stanley",Assoc,DFH,PHD,76,NYU,1988,,2000-2001
Bentley College,"Hachey, George A.",Assoc,KPQV,PHD,85,NewHamp,1983,,2000-2001
Bentley College,"Simon, David P.",Assoc,KL,PHD,86,Columbia,1995,,2000-2001
Bentley College,"Sultan, Jahangir",Assoc,JMVW,PHD,86,Arizona,1989,,2000-2001
Bentley College,"Young, Colin M.",Assoc,GHOT,PHD,82,London,1986,,2000-2001
Bentley College,"Gleason, Kimberly",Asst,GPU,PHD,98,S Illinois,1995,,2000-2001
Bentley College,"Gregory, Patrick",Asst,#,MSPF,98,Bentley,1997,,2000-2001
Bentley College,"Leabman, Jerry",Asst,FMX,MST,84,Bentley,1987,,2000-2001
Bentley College,"Leggett, David",Asst,&,PHD,84,Arizona,,,2000-2001
Bentley College,"Levin, Karen",Asst,#,MBA,93,Bentley,1990,,2000-2001
Bentley College,"Milton, David",Asst,CMSX,MBA,85,Bentley,1983,,2000-2001
Bentley College,"Raman, Kartik",Asst,AVW,PHD,98,SUNY-Bin,1994,,2000-2001
Bentley College,"Wiggins, Roy III",Asst,AH,PHD,95,Geo St,1996,,2000-2001
Bentley College,"Willett, Laura",Asst,,MBA,87,Babson,,,2000-2001
Bentley College,"Tandon, Arun",Visit,PW,PHD,99,LSU,,,2000-2001
Berry College,"Dhir, Krishna S.",Dean,Mgt,PHD,75,Colorado,8-01,,
Berry College,"Waggle, J. Douglas",Assoc,FMNX,PHD,94,Alabama,1994,,
Berry College,"Bond, Charlotte",Asst,UYNX,PHD,98,Old Dom,1999,,
Bethune-Cookman College,"Long, Aubrey E.",C-Ac,,PHD,80,Ohio St,1988,,
Bethune-Cookman College,"Caslan, David F.",H-Ac,Atg,PHD,92,St Louis,8-96,,
Bethune-Cookman College,"Diggle, Ray",Asst,,ABD,,Michigan,1999,,
Bethune-Cookman College,"Dimkpah, Young",Asst,,PHD,97,Howard,2000,,
Biola University,"Strand, Larry D.",Dean,&XFP,MBA,69,S Calif,1986,,
Birmingham-Southern College,"McInnis-Bowers, Cecilia V.",Dean,Mktg,PHD,81,S Illinois,1990,,
Birmingham-Southern College,"Blanshan, Sue A.",D-Ac,,PHD,75,Ohio St,1998,,
Birmingham-Southern College,"Cleveland, Paul",Assoc,CEMN,PHD,85,Tx A&M,1990,,
Birmingham-Southern College,"Davis, John",Asst,,PHD,72,Alabama,2001,,
Bloomsburg University,"Long, David K.",Dean,Beh,PHD,,Kent St,1996,,
Bloomsburg University,"Heskel, David G.",Assoc,EKOV,PHD,,Vienna,8-76,,
Bloomsburg University,"Martin, Rand Dennis",Assoc,CDKL,PHD,1990,Alabama,94,,
Boise State University,"Lathen, William C.",Dean,Atg,PHD,82,Ariz St,9-84,,
Boise State University,"Smith, Kirk F.",C-Ac,Mktg,PHD,93,Houston,9-93,,
Boise State University,"Barney, L. Dwayne",Prof,CN,PHD,84,Tx A&M,1986,,
Boise State University,"Frankle, Alan W.",Prof,,PHD,74,Arizona,1984,,
Boise State University,"White, Harry L.",Prof,,PHD,84,Tx A&M,1988,,
Boise State University,"Maher, Matthew R.",Assoc,,PHD,89,Illinois,1989,,
Boise State University,"Schooley, Diane K.",Assoc,ADNU,PHD,90,Colorado,1989,Associate Dean,
Boise State University,"Harvey, Keith D.",Asst,P,PHD,0,Tennessee,2000,,
Boston College,"Peters, Helen Frame",Dean,,PHD,79,Penn,2000,,
Boston College,"Aragon, George A.",C-Ac,MCH,DBA,75,Harvard,1975,,
Boston College,"Campanella, Frank",Prof,FHNO,DBA,70,Harvard,9-70,,
Boston College,"Ferson, Wayne E.",Prof,J,PHD,82,Stanford,7-01,"John J. Collins, SJ Chair in Finance",
Boston College,"Holderness, Clifford G.",Prof,AG,JD,77,Stanford,1990,,
Boston College,"Kane, Edward J.",Prof,PRTV,PHD,60,MIT,1992,James F. Cleary Chair in Finance,
Boston College,"Marcus, Alan J.",Prof,KLMS,PHD,81,MIT,1990,,
Boston College,"Munnell, Alicia",Prof,,PHD,73,Harvard,1997,Peter F. Drucker Chair in Management Services,
Boston College,"Taggart, Robert A. Jr.",Prof,CDE,PHD,74,MIT,1989,,
Boston College,"Tehranian, Hassan",Prof,AGPM,PHD,79,Alabama,9-79,,
Boston College,"Balduzzi, Pierluigi",Assoc,JKO,PHD,91,UCLA,9-97,,
Boston College,"Chemmanur, Thomas J.",Assoc,AD,PHD,90,NYU,9-97,,
Boston College,"Hotchkiss, Edith Shwalb",Assoc,BGO,PHD,93,NYU,9-93,,
Boston College,"Strahan, Philip",Assoc,G,PHD,93,Chicago,7-01,,
Boston College,"Wilhelm, William J.",Assoc,PQT,PHD,88,LSU,9-88,,
Boston College,"Gatev, Evan",Asst,N,PHD,1,Yale,7-01,,
Boston College,"Jacquier, Eric",Asst,JKL,PHD,91,Chicago,9-96,,
Boston College,"Pichler, Pegaret",Asst,AD,PHD,89,Stanford,9-97,,
Boston College,"Qian, Jun",Asst,ADC,PHD,0,Penn,9-00,,
Boston University,"Lataif, Louis E.",Dean,Mgt,MBA,64,Harvard,9-91,,2000-2001
Boston University,"Samuelson, William F.",C-Pr,YZ,PHD,78,Harvard,9-78,,2000-2001
Boston University,"Aber, Jack W.",Prof,PS,DBA,72,Harvard,9-72,,2000-2001
Boston University,"Bodie, Zvi",Prof,MLN,PHD,75,MIT,9-72,,2000-2001
Boston University,"Cockburn, Iain",Prof,,PHD,90,Harvard,,,2000-2001
Boston University,"Detemple, Jerome B.",Prof,JL,PHD,83,Penn,,,2000-2001
Boston University,"Kulatilaka, Nalin",Prof,LVO,PHD,82,MIT,9-82,,2000-2001
Boston University,"Michel, Allen J.",Prof,GOQ,DBA,72,Cornell,1-73,,2000-2001
Boston University,"Shaked, Israel",Prof,GOF,DBA,80,Harvard,9-79,,2000-2001
Boston University,"Cherian, Joseph A.",Assoc,JLTW,PHD,93,Cornell,9-93,,2000-2001
Boston University,"Kahn, Shulamit B.",Assoc,,PHD,83,MIT,,,2000-2001
Boston University,"Patel, Jayendu",Assoc,NS,PHD,86,Chicago,9-96,,2000-2001
Boston University,"Salinger, Michael A.",Assoc,G,PHD,82,MIT,9-90,,2000-2001
Boston University,"Smith, Donald J.",Assoc,KLNS,PHD,82,Berkeley,1-82,,2000-2001
Boston University,"Weil, David S.",Assoc,,PHD,87,Harvard,,,2000-2001
Boston University,"Heisler, Jeffrey",Asst,MNP,PHD,95,NYU,9-94,,2000-2001
Boston University,"Jeng, Leslie",Asst,KLT,PHD,98,Harvard,9-98,,2000-2001
Boston University,"Knittle, Christopher",Asst,,PHD,99,Berkeley,,,2000-2001
Boston University,"Santini, Donald L",Asst,S,DBA,90,Boston U,9-97,,2000-2001
Boston University,"Chadwick, Ted",Inst,,,,,,,2000-2001
Boston University,"Griner, Kathryn",Inst,,,,,,,2000-2001
Bowling Green State Univ,"Sullivan, James A.",Dean,ASOR,PHD,71,Ohio St,1971,,
Bowling Green State Univ,"Bae, Sung C.",C-Pr,GQUX,PHD,87,Florida,8-87,,
Bowling Green State Univ,"Padmaraj, Raj A.",Prof,ACFO,PHD,76,Ohio St,1976,,
Bowling Green State Univ,"Klein, Daniel P.",Assoc,AFLQ,PHD,89,Kansas,9-89,,
Bowling Green State Univ,"Laatsch, Francis E.",Assoc,L,PHD,88,Oklahoma,9-88,,
Bowling Green State Univ,"Hughen, J. Christopher",Asst,AGOS,PHD,0,Missouri,2000,,
Bowling Green State Univ,"Richardson, Terry L.",Asst,PRST,PHD,94,Fla St,1998,,
Bowling Green State Univ,"Lampenius, Niklas",Inst,NZ,MBA,0,Bowl Gr,2001,,
Bradley University,"Baer, Robert B.",Dean,SocP,PHD,81,Miami U,8-84,,
Bradley University,"Horvath, Philip A.",C-Pr,NOK,DBA,75,Kent St,8-77,,
Bradley University,"Bhandari, Shyam B.",Prof,CFOY,PHD,77,Iowa,8-76,,
Bradley University,"Hatfield, Patricia A.",Assoc,COB,PHD,91,Kentucky,8-90,,
Bradley University,"Rubash, Arlyn R.",Assoc,LUVW,PHD,75,Penn St,8-74,,
Bradley University,"Ahlgrim, Kevin",Asst,LM,PHD,1,Illinois,8-01,,
Bradley University,"Rubash, Marjorie A.",Inst,CF,MBA,88,Bradley,8-88,,
Brandeis University,"Petri, Peter A.",Dean,RVW,PHD,76,Harvard,1974,,2000-2001
Brandeis University,"Lewbel, Arthur",Prof,JNRV,PHD,84,MIT,1984,,2000-2001
Brandeis University,"Chakraborty, Atreya",Asst,AGKL,PHD,93,Boston C,1993,Distinguished Professor & Sponsored Chair,2000-2001
Brandeis University,"DeNicolo, Gianni",Asst,AJMP,PHD,92,Minnesota,,,2000-2001
Brandeis University,"Harrison, Paul",Asst,JNOV,PHD,94,Duke,1995,,2000-2001
Brandeis University,"Alt, Christopher B.",Adj,DC,PHD,82,MIT,1993,,2000-2001
Brandeis University,"D'Vari, Ron",Adj,,PHD,,Berkeley,1995,,2000-2001
Brandeis University,"Hughes, Jane",Adj,PRUV,MA,,J Hopkins,,,2000-2001
Brandeis University,"Traub, Heydon",Adj,,MBA,,Chicago,1993,,2000-2001
Brescia University,"Asefa, Sally Ann",C-Pr,Econ,PHD,78,Iowa St,1973,,1996-1997
Brescia University,"Garvin, James",Assoc,,ABD,75,Ohio St,,,1996-1997
Brescia University,"Leon, Hyglus",Assoc,FM,PHD,86,S Hamptn,9-90,,1996-1997
University of Bridgeport,"Bassett, Glenn A.",Dean,Mgt,PHD,78,Yale,9-79,,
University of Bridgeport,"Kim, Gew-Rae",Assoc,LK,PHD,92,CUNY,1992,,
University of Bridgeport,"Wu, Congsheng",Assoc,FV,PHD,98,S Carol,1998,,
University of Bridgeport,"Maine, Robert",Asst,MV,PHD,76,Conn,1989,,
Brigham Young University,"Hill, Ned C.",Dean,DIMO,PHD,76,Cornell,5-87,Professorship,
Brigham Young University,"McQueen, Grant R.",C-Pr,JMS,PHD,89,U Wash,9-89,Professorship,
Brigham Young University,"Badauld, Stephen",Prof,&QL,PHD,78,Berkeley,1976,,
Brigham Young University,"Bryson, Phillip",Prof,VWR,PHD,67,Ohio St,1988,,
Brigham Young University,"Heaton, Hal B.",Prof,OTLJ,PHD,83,Stanford,8-82,Professorship,
Brigham Young University,"Pinegar, J. Michael",Prof,DOVG,PHD,82,Utah,9-88,Professorship,
Brigham Young University,"Pritchett, B. Michael",Prof,R,PHD,70,Purdue,1969,,
Brigham Young University,"Stone, Bernell K.",Prof,DIJM,PHD,68,MIT,9-86,,
Brigham Young University,"Crawford, Robert",Assoc,RON,PHD,76,Car Mellon,1972,,
Brigham Young University,"Koller, Roland H.",Assoc,R,PHD,69,Wisconsin,1969,,
Brigham Young University,"Merrill, Craig B.",Assoc,#KN,PHD,92,Penn,7-93,,
Brigham Young University,"Nelson, Ray",Assoc,K,PHD,81,Berkeley,1995,,
Brigham Young University,"Sudweeks, Bryan L.",Assoc,XMS,PHD,87,Geo Wash,8-00,,
Brigham Young University,"Thorley, Steven R.",Assoc,ANTZ,PHD,91,U Wash,7-91,,
Brigham Young University,"Brau, James C.",Asst,AQ,PHD,99,Fla St,1998,,
Brigham Young University,"Holmes, Andrew",Asst,AP&,PHD,92,Houston,9-96,,
Brigham Young University,"Mitton, Todd",Asst,VA,PHD,99,Mass,7-00,,
Brigham Young University,"Slade, Barrett",Asst,&X,PHD,97,Georgia,1998,,
Brigham Young University,"Vorkink, Keith",Asst,JLN,PHD,99,Rochester,7-00,,
Brigham Young Univ-Hawaii,"Wilson, Brent D.",Dean,UGDE,DBA,79,Harvard,2001,,
Brigham Young Univ-Hawaii,"Wright, Norman",C-As,UVW,PHD,97,Penn,1996,,
Bryant College,"Unni, V. K.",VPAA,Mgt,DBA,73,La Tech,8-93,,
Bryant College,"Ketcham, David C.",C-Ac,DIJM,PHD,88,Penn St,8-91,,
Bryant College,"Gudikunst, Arthur C.",Prof,KLMN,PHD,74,Rensselaer,8-90,,
Bryant College,"Li, Hsi C.",Prof,PRZ,PHD,71,Mass,8-68,,
Bryant College,"McCarthy, Joseph E.",Prof,KLMN,DBA,83,Colorado,6-89,,
Bryant College,"Louton, David A.",Assoc,DENV,PHD,91,Mich St,8-91,,
Bryant College,"Mahoney, Leo",Assoc,,MA,71,Clark,8-71,,
Bryant College,"Yobaccio, Elizabeth J.",Assoc,GNOV,DBA,91,Boston U,8-91,,
Bryant College,"Ascioglu, N. Asli",Asst,MNST,PHD,0,Memphis,8-00,,
Bryant College,"Lee, Sang W.",Asst,GPQV,PHD,0,Kentucky,8-01,,
Bryant College,"Saraoglu, Hakan",Asst,KLMN,PHD,96,Mich St,8-96,,
Bucknell University,"Weida, Nancy C.",C-Ac,Mgt,PHD,88,Delaware,9-87,,
Bucknell University,"McGoun, Elton G.",Assoc,,PHD,87,Indiana,9-87,William H. Dunkak Chair in Finance,
Bucknell University,"Went, Peter",Asst,,ABD,,Nebraska,9-01,,
Buena Vista University,"Polson, Houston H.",Dean,BF,JD,89,Creighton,7-01,,
Buena Vista University,"Hardt, Henry W. II",Assoc,,JD,,Iowa,1983,,
Buena Vista University,"Eller, Eric P.",VAsst,U,PHD,98,Virginia,8-01,,
Butler University,"Fetter, Richard E. Jr.",Dean,Mktg,PHD,93,Indiana,8-92,,
Butler University,"Templeton, William K.",C-Ac,BXY&,PHD,90,Kent St,8-88,"Director, Undergraduate Business Programs",
Butler University,"Rieber, William J.",Prof,OV,PHD,79,Pittsburgh,8-89,,
Butler University,"Clark, Robert",Assoc,MUV,PHD,89,Purdue,1999,,
Butler University,"Uchida, Mark F.",Assoc,,PHD,76,Illinois,8-77,,
Butler University,"Curci, Roberto",Asst,UVW,PHD,99,Tx-PanAm,1999,,
Calif Univ of Pennsylvania,"Colelli, Len",Dean,,,,,,,
Calif Univ of Pennsylvania,"Brown, Burrell A.",C-Pr,Mgt,JD,73,Pittsburgh,1989,,
Calif Univ of Pennsylvania,"Chawdhry, M. Arshad",Prof,P,PHD,74,Illinois,1976,,
U of California-Berkeley,"Campbell, Tom",Dean,Econ,PHD,80,Chicago,8-92,,
U of California-Berkeley,"Lyons, Richard K.",C-Pr,,PHD,89,MIT,1993,,
U of California-Berkeley,"Hakansson, Nils H.",Prof,,PHD,66,UCLA,1969,Sylvan C. Coleman Professor of Finance and Accounting,
U of California-Berkeley,"Hermalin, Benjamin E.",Prof,,PHD,88,MIT,7-88,Willis H. Booth Professor of Banking & Finance,
U of California-Berkeley,"Jaffee, Dwight M.",Prof,&S,PHD,64,MIT,1991,Willis H. Booth Professor of Banking and Finance II,
U of California-Berkeley,"Leland, Hayne E.",Prof,,PHD,68,Harvard,1974,Arno A. Rayner Professor of Finance and Management,
U of California-Berkeley,"Rubinstein, Mark E.",Prof,,PHD,71,UCLA,1972,Paul Stephens Professor of Applied Investment Analysis,
U of California-Berkeley,"Wilcox, James A.",Prof,,PHD,80,Nrthwstrn,1978,Kruttschnitt Family Professor of Financial Institutions,
U of California-Berkeley,"Berk, Jonathan B.",Assoc,EJMO,PHD,90,Yale,1998,,
U of California-Berkeley,"Marsh, Terry A.",Assoc,,PHD,81,Chicago,1986,,
U of California-Berkeley,"Stanton, Richard H.",Assoc,,PHD,92,Stanford,1991,,
U of California-Berkeley,"Duffee, Gregory R.",Asst,,PHD,0,Harvard,1999,,
U of California-Berkeley,"Hennessy, Christopher A.",Asst,,PHD,1,Princeton,2001,,
U of California-Berkeley,"Odean, Terrance T.",Asst,,PHD,97,Berkeley,2001,,
U of California-Berkeley,"Sagi, Jacob S.",Asst,,PHD,0,Brit Colum,2000,,
U of California-Berkeley,"Seasholes, Mark S.",Asst,,PHD,0,Harvard,2000,,
U of California-Berkeley,"Wallace, Nancy E.",C-Ac,&,PHD,82,Michigan,1986,,
U of California-Berkeley,"Edelstein, Robert H.",Prof,&,PHD,72,Harvard,1985,Chair in Real Estate Development,
U of California-Berkeley,"Quigley, John M.",Prof,&L,PHD,72,Harvard,1981,,
U of California-Berkeley,"Rosen, Kenneth T.",Prof,&,PHD,74,MIT,1979,California Real Estate Chair,
Univ of California-Davis,"Smiley, Robert H.",Dean,MgtS,PHD,73,Stanford,1989,,
Univ of California-Davis,"Clark, Peter K.",Prof,,PHD,70,Harvard,1988,,
Univ of California-Davis,"Barber, Brad M.",Assoc,,PHD,91,Chicago,1991,,
Univ of California-Davis,"Castanias, Richard P. II",Assoc,,PHD,77,Car Mellon,1983,,
"Univ of Calif, Irvine","Blake, David H.",Dean,Mgt,PHD,68,Rutgers,1997,,
"Univ of Calif, Irvine","Chen, Nai-Fu",Prof,JLMO,PHD,75,Berkeley,1989,,
"Univ of Calif, Irvine","Jorion, Philippe",Prof,V,PHD,83,Chicago,1992,Vice Dean,
"Univ of Calif, Irvine","Talmor, Eli",Prof,ABCD,PHD,81,N Carol,1989,,
"Univ of Calif, Irvine","Stoughton, Neal M.",Assoc,ADLM,PHD,83,Stanford,1986,,
"Univ of Calif, Irvine","Berkowitz, Jeremy",VAsst,JN,PHD,96,Penn,2000,,
"Univ of Calif, Irvine","Lukin, Dmitry",Asst,ADH,PHD,99,INSEAD,1999,,
"Univ of Calif, Irvine","Yu, Fan",Asst,JKNO,PHD,99,Cornell,1999,,
"Univ of Calif, Los Angeles","Willison, Bruce G.",Dean,Fnce,MBA,,S Calif,1999,,
"Univ of Calif, Los Angeles","Brennan, Michael J.",C-Pr,AJ,PHD,70,MIT,,Goldyne and Irwin Hearsh Chair in Money and Banking,
"Univ of Calif, Los Angeles","Cornell, Bradford",Prof,J,PHD,75,Stanford,1979,,
"Univ of Calif, Los Angeles","Longstaff, Francis A.",Prof,,PHD,87,Chicago,1993,,
"Univ of Calif, Los Angeles","Roll, Richard",Prof,,PHD,69,Chicago,1976,Allstate Professor of Insurance and Finance,
"Univ of Calif, Los Angeles","Schwartz, Eduardo S.",Prof,J,PHD,75,Brit Colum,1986,California Professor of Real Estate and Land Economics,
"Univ of Calif, Los Angeles","Subrahmanyam, Avanidhar",Prof,LNT,PHD,90,UCLA,1994,,
"Univ of Calif, Los Angeles","Weston, J. Fred",,,PHD,48,Chicago,1949,Warren C. Cordner Professor of Money and Financial Markets,
"Univ of Calif, Los Angeles","Andersen, Theodore A.",Assoc,,PHD,49,Wisconsin,1956,,
"Univ of Calif, Los Angeles","Bernardo, Antonio",Assoc,,PHD,94,Stanford,1994,,
"Univ of Calif, Los Angeles","Cauley, Stephen Day",Assoc,,PHD,82,UCLA,1990,,
"Univ of Calif, Los Angeles","Chowdhry, Bhagwan",Assoc,U,PHD,89,Chicago,1988,,
"Univ of Calif, Los Angeles","Geske, Robert L.",Assoc,J,PHD,77,Berkeley,1977,,
"Univ of Calif, Los Angeles","Grinblatt, Mark S.",Assoc,M,PHD,82,Yale,1981,,
"Univ of Calif, Los Angeles","Torous, Walter N.",Assoc,K,PHD,81,Penn,1988,,
"Univ of Calif, Los Angeles","Kahl, Matthias",Asst,,PHD,97,Penn,1997,,
"Univ of Calif, Los Angeles","Liu, Jun",Asst,,PHD,99,Stanford,1999,,
"Univ of Calif, Los Angeles","Piazzesi, Monika",Asst,,PHD,0,Stanford,2000,,
"Univ of Calif, Los Angeles","Santa Clara, Pedro",Asst,,PHD,96,INSEAD,1996,,
"Univ of Calif, Los Angeles","Valkanov, Rossen",Asst,JQRO,PHD,99,Princeton,1999,,
"Univ of Calif, Los Angeles","Cockrum, William M.",Adj,S,MBA,61,Harvard,1984,,
"Univ of Calif, Riverside","Dye, Donald H.",Dean,,JD,67,UCLA,1999,,
"Univ of Calif, Riverside","Johnson, Herbert E.",Prof,JLOT,PHD,81,UCLA,1989,,
"Univ of Calif, Riverside","Khoury, Sarkis J.",Prof,,PHD,78,Penn,1984,,
"Univ of Calif, Riverside","Mayers, David",Prof,ADG#,PHD,72,Rochester,1995,Boyd Chair in Finance,
"Univ of Calif, Riverside","Chung, Y. Peter",Assoc,JLTW,PHD,89,Ohio St,1989,,
"Univ of Calif, Riverside","Liu, Wenjiu",VAsst,#,PHD,1,Wisconsin,2001,,
"Univ of Calif, Riverside","Polimenis, Vassilis",Asst,JKB,PHD,1,Penn,2001,,
"Univ of Calif, Riverside","Zhou, Chunsheng",Asst,JKLN,PHD,95,Princeton,1997,,
"Univ of Calif, Riverside","Li, Yuming",Visit,J&,PHD,92,Chicago,2001,visiting from California State-Fullerton,
"U of Calif, Santa Barbara","Mehra, Rajnish",C-Pr,,PHD,78,Car Mellon,1985,,
"U of Calif, Santa Barbara","Krouse, Clement G.",Prof,,PHD,69,UCLA,1979,,
"U of Calif, Santa Barbara","LeRoy, Stephen F.",Prof,,PHD,71,Penn,1996,,
Calif Polytechnic State U,"Swartz, Teresa A.",Dean,Mktg,PHD,81,Ohio St,6-91,,
Calif Polytechnic State U,"Riener, Kenneth D.",C-Pr,KDE,PHD,76,Purdue,9-83,,
Calif Polytechnic State U,"Lindvall, John R.",Prof,MZ,DBA,73,Illinois,9-73,,
Calif Polytechnic State U,"Soenen, Luc A.",Prof,UVW,DBA,77,Harvard,9-89,,
Calif Polytechnic State U,"Dobson, John",Assoc,AN,PHD,88,S Carol,9-90,,
Calif Polytechnic State U,"Gorman, L.",Assoc,RVW,PHD,98,Nrthwstrn,8-97,,
Calif Polytechnic State U,"Ramezani, Cyrus",Assoc,RVW,PHD,92,Berkeley,9-99,,
Calif Polytechnic State U,"Weatherford, Alan M.",Assoc,LHMN,PHD,86,Tx-Dallas,1-86,,
